app_name,platform,developer_company,app_category,version_number,version_release_date,is_current_version,initial_app_release_date,update_description,update_description_raw,standardized_update_categories,standardized_summary,feature_specificity,feature_text_sufficient_for_research,version_history_source,version_history_source_url,source_note,ios_app_id,bundle_id,app_store_price,in_app_purchase,launch_date_from_source,store_categories,total_ratings_us,app_subtitle,app_description,update_frequency_note,file_size,os_compatibility,device_compatibility,age_rating,privacy_label,languages,ios_permissions_categories,ios_permissions_count,ios_permission_keys,in_app_products_count,in_app_products_sample,description_feature_flags,has_reels_feature,has_stories_feature,has_notes_feature,has_direct_messaging_feature,has_close_friends_feature,has_feed_feature,has_post_customization_feature,has_explore_discovery_feature,has_shopping_feature,has_safety_policy_feature
Instagram,iOS,"Instagram, Inc.",Photo & Video; Social Networking,376.1.0,"Apr 17, 2025",False,"October 6, 2010",We’ve updated the app to improve performance and bring you even closer to the people and things you love.,We’ve updated the app to improve performance and bring you even closer to the people and things you love.,Bug fixes / performance improvements,"Routine maintenance update focused on bug fixes, performance optimization, or stability improvements.",generic_maintenance_note,True,Apptopia copied page text,https://apptopia.com/ios/app/389801252/about,Parsed from browser-copied Apptopia iOS About page text stored under data/ios_txt. Some release notes are generic maintenance text rather than detailed feature-specific changelogs.,389801252,com.burbn.instagram,Free,Yes,"Oct 06, 2010",Photo & Video; Social Networking,35M,"Videos, creators & friends","Little moments lead to big friendships. Share yours on Instagram. — From Meta Connect with friends, find other fans, and see what people around you are up to and into. Explore your interests and post what's going on, from your daily moments to life's highlights. Share what you’re up to and into: - Turn your life into a movie and discover short, entertaining videos on Instagram with Reels. - Keep up with friends on the fly with Stories and Notes that disappear after 24 hours. - Start group chats and share unfiltered moments with your Close Friends. - Share memories from recent events or trips in Feed. - Customize your posts with exclusive templates, music, stickers and filters. Dive into your interests. - Watch videos from your favorite creators and discover new content that’s personalized to your interests. - Get inspired by photos and videos from new accounts in Explore. - Discover brands and small businesses, and shop products that are relevant to your personal style. Some Instagram features may not be available in your country or region. Terms and Policies: https://help.instagram.com/581066165581870 Consumer Health Privacy Policy: https://privacycenter.instagram.com/policies/health Learn how we're working to help keep our communities safe across Meta technologies at the Instagram Safety Center: https://about.instagram.com/safety",Releasing updates every 5 days on average. Last update 1 days ago.,550 MB,iOS 16.3 and up,"iPad, iPhone, iPod touch",12+,Policy,"English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Location, Bluetooth, Calendar, Camera, Contacts, Other",12,NSLocationAlwaysAndWhenInUseUsageDescription; NSLocationWhenInUseUsageDescription; NSBluetoothAlwaysUsageDescription; NSCalendarsUsageDescription; NSCameraUsageDescription; NSContactsUsageDescription; NSFaceIDUsageDescription; NSLocalNetworkUsageDescription; NSMicrophoneUsageDescription; NSPhotoLibraryAddUsageDescription; NSPhotoLibraryUsageDescription; NSUserTrackingUsageDescription,12,Instagram Badge ($4.99); Meta Verified Standard ($14.99); Instagram Badge ($0.99); Meta Verified Standard ($14.99); Meta Verified Standard ($14.99),reels; stories; notes; direct_messaging; close_friends; feed; post_customization; explore_discovery; shopping; safety_policy,True,True,True,True,True,True,True,True,True,True
Instagram,iOS,"Instagram, Inc.",Photo & Video; Social Networking,376.0.0,"Apr 14, 2025",False,"October 6, 2010",We’ve updated the app to improve performance and bring you even closer to the people and things you love.,We’ve updated the app to improve performance and bring you even closer to the people and things you love.,Bug fixes / performance improvements,"Routine maintenance update focused on bug fixes, performance optimization, or stability improvements.",generic_maintenance_note,True,Apptopia copied page text,https://apptopia.com/ios/app/389801252/about,Parsed from browser-copied Apptopia iOS About page text stored under data/ios_txt. Some release notes are generic maintenance text rather than detailed feature-specific changelogs.,389801252,com.burbn.instagram,Free,Yes,"Oct 06, 2010",Photo & Video; Social Networking,35M,"Videos, creators & friends","Little moments lead to big friendships. Share yours on Instagram. — From Meta Connect with friends, find other fans, and see what people around you are up to and into. Explore your interests and post what's going on, from your daily moments to life's highlights. Share what you’re up to and into: - Turn your life into a movie and discover short, entertaining videos on Instagram with Reels. - Keep up with friends on the fly with Stories and Notes that disappear after 24 hours. - Start group chats and share unfiltered moments with your Close Friends. - Share memories from recent events or trips in Feed. - Customize your posts with exclusive templates, music, stickers and filters. Dive into your interests. - Watch videos from your favorite creators and discover new content that’s personalized to your interests. - Get inspired by photos and videos from new accounts in Explore. - Discover brands and small businesses, and shop products that are relevant to your personal style. Some Instagram features may not be available in your country or region. Terms and Policies: https://help.instagram.com/581066165581870 Consumer Health Privacy Policy: https://privacycenter.instagram.com/policies/health Learn how we're working to help keep our communities safe across Meta technologies at the Instagram Safety Center: https://about.instagram.com/safety",Releasing updates every 5 days on average. Last update 1 days ago.,550 MB,iOS 16.3 and up,"iPad, iPhone, iPod touch",12+,Policy,"English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Location, Bluetooth, Calendar, Camera, Contacts, Other",12,NSLocationAlwaysAndWhenInUseUsageDescription; NSLocationWhenInUseUsageDescription; NSBluetoothAlwaysUsageDescription; NSCalendarsUsageDescription; NSCameraUsageDescription; NSContactsUsageDescription; NSFaceIDUsageDescription; NSLocalNetworkUsageDescription; NSMicrophoneUsageDescription; NSPhotoLibraryAddUsageDescription; NSPhotoLibraryUsageDescription; NSUserTrackingUsageDescription,12,Instagram Badge ($4.99); Meta Verified Standard ($14.99); Instagram Badge ($0.99); Meta Verified Standard ($14.99); Meta Verified Standard ($14.99),reels; stories; notes; direct_messaging; close_friends; feed; post_customization; explore_discovery; shopping; safety_policy,True,True,True,True,True,True,True,True,True,True
Instagram,iOS,"Instagram, Inc.",Photo & Video; Social Networking,375.2.0,"Apr 09, 2025",False,"October 6, 2010",We’ve updated the app to improve performance and bring you even closer to the people and things you love.,We’ve updated the app to improve performance and bring you even closer to the people and things you love.,Bug fixes / performance improvements,"Routine maintenance update focused on bug fixes, performance optimization, or stability improvements.",generic_maintenance_note,True,Apptopia copied page text,https://apptopia.com/ios/app/389801252/about,Parsed from browser-copied Apptopia iOS About page text stored under data/ios_txt. Some release notes are generic maintenance text rather than detailed feature-specific changelogs.,389801252,com.burbn.instagram,Free,Yes,"Oct 06, 2010",Photo & Video; Social Networking,35M,"Videos, creators & friends","Little moments lead to big friendships. Share yours on Instagram. — From Meta Connect with friends, find other fans, and see what people around you are up to and into. Explore your interests and post what's going on, from your daily moments to life's highlights. Share what you’re up to and into: - Turn your life into a movie and discover short, entertaining videos on Instagram with Reels. - Keep up with friends on the fly with Stories and Notes that disappear after 24 hours. - Start group chats and share unfiltered moments with your Close Friends. - Share memories from recent events or trips in Feed. - Customize your posts with exclusive templates, music, stickers and filters. Dive into your interests. - Watch videos from your favorite creators and discover new content that’s personalized to your interests. - Get inspired by photos and videos from new accounts in Explore. - Discover brands and small businesses, and shop products that are relevant to your personal style. Some Instagram features may not be available in your country or region. Terms and Policies: https://help.instagram.com/581066165581870 Consumer Health Privacy Policy: https://privacycenter.instagram.com/policies/health Learn how we're working to help keep our communities safe across Meta technologies at the Instagram Safety Center: https://about.instagram.com/safety",Releasing updates every 5 days on average. Last update 1 days ago.,550 MB,iOS 16.3 and up,"iPad, iPhone, iPod touch",12+,Policy,"English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Location, Bluetooth, Calendar, Camera, Contacts, Other",12,NSLocationAlwaysAndWhenInUseUsageDescription; NSLocationWhenInUseUsageDescription; NSBluetoothAlwaysUsageDescription; NSCalendarsUsageDescription; NSCameraUsageDescription; NSContactsUsageDescription; NSFaceIDUsageDescription; NSLocalNetworkUsageDescription; NSMicrophoneUsageDescription; NSPhotoLibraryAddUsageDescription; NSPhotoLibraryUsageDescription; NSUserTrackingUsageDescription,12,Instagram Badge ($4.99); Meta Verified Standard ($14.99); Instagram Badge ($0.99); Meta Verified Standard ($14.99); Meta Verified Standard ($14.99),reels; stories; notes; direct_messaging; close_friends; feed; post_customization; explore_discovery; shopping; safety_policy,True,True,True,True,True,True,True,True,True,True
Instagram,iOS,"Instagram, Inc.",Photo & Video; Social Networking,375.1.0,"Apr 08, 2025",False,"October 6, 2010",We’ve updated the app to improve performance and bring you even closer to the people and things you love.,We’ve updated the app to improve performance and bring you even closer to the people and things you love.,Bug fixes / performance improvements,"Routine maintenance update focused on bug fixes, performance optimization, or stability improvements.",generic_maintenance_note,True,Apptopia copied page text,https://apptopia.com/ios/app/389801252/about,Parsed from browser-copied Apptopia iOS About page text stored under data/ios_txt. Some release notes are generic maintenance text rather than detailed feature-specific changelogs.,389801252,com.burbn.instagram,Free,Yes,"Oct 06, 2010",Photo & Video; Social Networking,35M,"Videos, creators & friends","Little moments lead to big friendships. Share yours on Instagram. — From Meta Connect with friends, find other fans, and see what people around you are up to and into. Explore your interests and post what's going on, from your daily moments to life's highlights. Share what you’re up to and into: - Turn your life into a movie and discover short, entertaining videos on Instagram with Reels. - Keep up with friends on the fly with Stories and Notes that disappear after 24 hours. - Start group chats and share unfiltered moments with your Close Friends. - Share memories from recent events or trips in Feed. - Customize your posts with exclusive templates, music, stickers and filters. Dive into your interests. - Watch videos from your favorite creators and discover new content that’s personalized to your interests. - Get inspired by photos and videos from new accounts in Explore. - Discover brands and small businesses, and shop products that are relevant to your personal style. Some Instagram features may not be available in your country or region. Terms and Policies: https://help.instagram.com/581066165581870 Consumer Health Privacy Policy: https://privacycenter.instagram.com/policies/health Learn how we're working to help keep our communities safe across Meta technologies at the Instagram Safety Center: https://about.instagram.com/safety",Releasing updates every 5 days on average. Last update 1 days ago.,550 MB,iOS 16.3 and up,"iPad, iPhone, iPod touch",12+,Policy,"English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Location, Bluetooth, Calendar, Camera, Contacts, Other",12,NSLocationAlwaysAndWhenInUseUsageDescription; NSLocationWhenInUseUsageDescription; NSBluetoothAlwaysUsageDescription; NSCalendarsUsageDescription; NSCameraUsageDescription; NSContactsUsageDescription; NSFaceIDUsageDescription; NSLocalNetworkUsageDescription; NSMicrophoneUsageDescription; NSPhotoLibraryAddUsageDescription; NSPhotoLibraryUsageDescription; NSUserTrackingUsageDescription,12,Instagram Badge ($4.99); Meta Verified Standard ($14.99); Instagram Badge ($0.99); Meta Verified Standard ($14.99); Meta Verified Standard ($14.99),reels; stories; notes; direct_messaging; close_friends; feed; post_customization; explore_discovery; shopping; safety_policy,True,True,True,True,True,True,True,True,True,True
Instagram,iOS,"Instagram, Inc.",Photo & Video; Social Networking,375.0.0,"Apr 07, 2025",False,"October 6, 2010",We’ve updated the app to improve performance and bring you even closer to the people and things you love.,We’ve updated the app to improve performance and bring you even closer to the people and things you love.,Bug fixes / performance improvements,"Routine maintenance update focused on bug fixes, performance optimization, or stability improvements.",generic_maintenance_note,True,Apptopia copied page text,https://apptopia.com/ios/app/389801252/about,Parsed from browser-copied Apptopia iOS About page text stored under data/ios_txt. Some release notes are generic maintenance text rather than detailed feature-specific changelogs.,389801252,com.burbn.instagram,Free,Yes,"Oct 06, 2010",Photo & Video; Social Networking,35M,"Videos, creators & friends","Little moments lead to big friendships. Share yours on Instagram. — From Meta Connect with friends, find other fans, and see what people around you are up to and into. Explore your interests and post what's going on, from your daily moments to life's highlights. Share what you’re up to and into: - Turn your life into a movie and discover short, entertaining videos on Instagram with Reels. - Keep up with friends on the fly with Stories and Notes that disappear after 24 hours. - Start group chats and share unfiltered moments with your Close Friends. - Share memories from recent events or trips in Feed. - Customize your posts with exclusive templates, music, stickers and filters. Dive into your interests. - Watch videos from your favorite creators and discover new content that’s personalized to your interests. - Get inspired by photos and videos from new accounts in Explore. - Discover brands and small businesses, and shop products that are relevant to your personal style. Some Instagram features may not be available in your country or region. Terms and Policies: https://help.instagram.com/581066165581870 Consumer Health Privacy Policy: https://privacycenter.instagram.com/policies/health Learn how we're working to help keep our communities safe across Meta technologies at the Instagram Safety Center: https://about.instagram.com/safety",Releasing updates every 5 days on average. Last update 1 days ago.,550 MB,iOS 16.3 and up,"iPad, iPhone, iPod touch",12+,Policy,"English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Location, Bluetooth, Calendar, Camera, Contacts, Other",12,NSLocationAlwaysAndWhenInUseUsageDescription; NSLocationWhenInUseUsageDescription; NSBluetoothAlwaysUsageDescription; NSCalendarsUsageDescription; NSCameraUsageDescription; NSContactsUsageDescription; NSFaceIDUsageDescription; NSLocalNetworkUsageDescription; NSMicrophoneUsageDescription; NSPhotoLibraryAddUsageDescription; NSPhotoLibraryUsageDescription; NSUserTrackingUsageDescription,12,Instagram Badge ($4.99); Meta Verified Standard ($14.99); Instagram Badge ($0.99); Meta Verified Standard ($14.99); Meta Verified Standard ($14.99),reels; stories; notes; direct_messaging; close_friends; feed; post_customization; explore_discovery; shopping; safety_policy,True,True,True,True,True,True,True,True,True,True
Instagram,iOS,"Instagram, Inc.",Photo & Video; Social Networking,374.1.0,"Apr 01, 2025",False,"October 6, 2010",We’ve updated the app to improve performance and bring you even closer to the people and things you love.,We’ve updated the app to improve performance and bring you even closer to the people and things you love.,Bug fixes / performance improvements,"Routine maintenance update focused on bug fixes, performance optimization, or stability improvements.",generic_maintenance_note,True,Apptopia copied page text,https://apptopia.com/ios/app/389801252/about,Parsed from browser-copied Apptopia iOS About page text stored under data/ios_txt. Some release notes are generic maintenance text rather than detailed feature-specific changelogs.,389801252,com.burbn.instagram,Free,Yes,"Oct 06, 2010",Photo & Video; Social Networking,35M,"Videos, creators & friends","Little moments lead to big friendships. Share yours on Instagram. — From Meta Connect with friends, find other fans, and see what people around you are up to and into. Explore your interests and post what's going on, from your daily moments to life's highlights. Share what you’re up to and into: - Turn your life into a movie and discover short, entertaining videos on Instagram with Reels. - Keep up with friends on the fly with Stories and Notes that disappear after 24 hours. - Start group chats and share unfiltered moments with your Close Friends. - Share memories from recent events or trips in Feed. - Customize your posts with exclusive templates, music, stickers and filters. Dive into your interests. - Watch videos from your favorite creators and discover new content that’s personalized to your interests. - Get inspired by photos and videos from new accounts in Explore. - Discover brands and small businesses, and shop products that are relevant to your personal style. Some Instagram features may not be available in your country or region. Terms and Policies: https://help.instagram.com/581066165581870 Consumer Health Privacy Policy: https://privacycenter.instagram.com/policies/health Learn how we're working to help keep our communities safe across Meta technologies at the Instagram Safety Center: https://about.instagram.com/safety",Releasing updates every 5 days on average. Last update 1 days ago.,550 MB,iOS 16.3 and up,"iPad, iPhone, iPod touch",12+,Policy,"English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Location, Bluetooth, Calendar, Camera, Contacts, Other",12,NSLocationAlwaysAndWhenInUseUsageDescription; NSLocationWhenInUseUsageDescription; NSBluetoothAlwaysUsageDescription; NSCalendarsUsageDescription; NSCameraUsageDescription; NSContactsUsageDescription; NSFaceIDUsageDescription; NSLocalNetworkUsageDescription; NSMicrophoneUsageDescription; NSPhotoLibraryAddUsageDescription; NSPhotoLibraryUsageDescription; NSUserTrackingUsageDescription,12,Instagram Badge ($4.99); Meta Verified Standard ($14.99); Instagram Badge ($0.99); Meta Verified Standard ($14.99); Meta Verified Standard ($14.99),reels; stories; notes; direct_messaging; close_friends; feed; post_customization; explore_discovery; shopping; safety_policy,True,True,True,True,True,True,True,True,True,True
Instagram,iOS,"Instagram, Inc.",Photo & Video; Social Networking,374.0.0,"Mar 31, 2025",False,"October 6, 2010",We’ve updated the app to improve performance and bring you even closer to the people and things you love.,We’ve updated the app to improve performance and bring you even closer to the people and things you love.,Bug fixes / performance improvements,"Routine maintenance update focused on bug fixes, performance optimization, or stability improvements.",generic_maintenance_note,True,Apptopia copied page text,https://apptopia.com/ios/app/389801252/about,Parsed from browser-copied Apptopia iOS About page text stored under data/ios_txt. Some release notes are generic maintenance text rather than detailed feature-specific changelogs.,389801252,com.burbn.instagram,Free,Yes,"Oct 06, 2010",Photo & Video; Social Networking,35M,"Videos, creators & friends","Little moments lead to big friendships. Share yours on Instagram. — From Meta Connect with friends, find other fans, and see what people around you are up to and into. Explore your interests and post what's going on, from your daily moments to life's highlights. Share what you’re up to and into: - Turn your life into a movie and discover short, entertaining videos on Instagram with Reels. - Keep up with friends on the fly with Stories and Notes that disappear after 24 hours. - Start group chats and share unfiltered moments with your Close Friends. - Share memories from recent events or trips in Feed. - Customize your posts with exclusive templates, music, stickers and filters. Dive into your interests. - Watch videos from your favorite creators and discover new content that’s personalized to your interests. - Get inspired by photos and videos from new accounts in Explore. - Discover brands and small businesses, and shop products that are relevant to your personal style. Some Instagram features may not be available in your country or region. Terms and Policies: https://help.instagram.com/581066165581870 Consumer Health Privacy Policy: https://privacycenter.instagram.com/policies/health Learn how we're working to help keep our communities safe across Meta technologies at the Instagram Safety Center: https://about.instagram.com/safety",Releasing updates every 5 days on average. Last update 1 days ago.,550 MB,iOS 16.3 and up,"iPad, iPhone, iPod touch",12+,Policy,"English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Location, Bluetooth, Calendar, Camera, Contacts, Other",12,NSLocationAlwaysAndWhenInUseUsageDescription; NSLocationWhenInUseUsageDescription; NSBluetoothAlwaysUsageDescription; NSCalendarsUsageDescription; NSCameraUsageDescription; NSContactsUsageDescription; NSFaceIDUsageDescription; NSLocalNetworkUsageDescription; NSMicrophoneUsageDescription; NSPhotoLibraryAddUsageDescription; NSPhotoLibraryUsageDescription; NSUserTrackingUsageDescription,12,Instagram Badge ($4.99); Meta Verified Standard ($14.99); Instagram Badge ($0.99); Meta Verified Standard ($14.99); Meta Verified Standard ($14.99),reels; stories; notes; direct_messaging; close_friends; feed; post_customization; explore_discovery; shopping; safety_policy,True,True,True,True,True,True,True,True,True,True
Instagram,iOS,"Instagram, Inc.",Photo & Video; Social Networking,373.1.0,"Mar 27, 2025",False,"October 6, 2010",We’ve updated the app to improve performance and bring you even closer to the people and things you love.,We’ve updated the app to improve performance and bring you even closer to the people and things you love.,Bug fixes / performance improvements,"Routine maintenance update focused on bug fixes, performance optimization, or stability improvements.",generic_maintenance_note,True,Apptopia copied page text,https://apptopia.com/ios/app/389801252/about,Parsed from browser-copied Apptopia iOS About page text stored under data/ios_txt. Some release notes are generic maintenance text rather than detailed feature-specific changelogs.,389801252,com.burbn.instagram,Free,Yes,"Oct 06, 2010",Photo & Video; Social Networking,35M,"Videos, creators & friends","Little moments lead to big friendships. Share yours on Instagram. — From Meta Connect with friends, find other fans, and see what people around you are up to and into. Explore your interests and post what's going on, from your daily moments to life's highlights. Share what you’re up to and into: - Turn your life into a movie and discover short, entertaining videos on Instagram with Reels. - Keep up with friends on the fly with Stories and Notes that disappear after 24 hours. - Start group chats and share unfiltered moments with your Close Friends. - Share memories from recent events or trips in Feed. - Customize your posts with exclusive templates, music, stickers and filters. Dive into your interests. - Watch videos from your favorite creators and discover new content that’s personalized to your interests. - Get inspired by photos and videos from new accounts in Explore. - Discover brands and small businesses, and shop products that are relevant to your personal style. Some Instagram features may not be available in your country or region. Terms and Policies: https://help.instagram.com/581066165581870 Consumer Health Privacy Policy: https://privacycenter.instagram.com/policies/health Learn how we're working to help keep our communities safe across Meta technologies at the Instagram Safety Center: https://about.instagram.com/safety",Releasing updates every 5 days on average. Last update 1 days ago.,550 MB,iOS 16.3 and up,"iPad, iPhone, iPod touch",12+,Policy,"English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Location, Bluetooth, Calendar, Camera, Contacts, Other",12,NSLocationAlwaysAndWhenInUseUsageDescription; NSLocationWhenInUseUsageDescription; NSBluetoothAlwaysUsageDescription; NSCalendarsUsageDescription; NSCameraUsageDescription; NSContactsUsageDescription; NSFaceIDUsageDescription; NSLocalNetworkUsageDescription; NSMicrophoneUsageDescription; NSPhotoLibraryAddUsageDescription; NSPhotoLibraryUsageDescription; NSUserTrackingUsageDescription,12,Instagram Badge ($4.99); Meta Verified Standard ($14.99); Instagram Badge ($0.99); Meta Verified Standard ($14.99); Meta Verified Standard ($14.99),reels; stories; notes; direct_messaging; close_friends; feed; post_customization; explore_discovery; shopping; safety_policy,True,True,True,True,True,True,True,True,True,True
Instagram,iOS,"Instagram, Inc.",Photo & Video; Social Networking,373.0.0,"Mar 24, 2025",False,"October 6, 2010",We’ve updated the app to improve performance and bring you even closer to the people and things you love.,We’ve updated the app to improve performance and bring you even closer to the people and things you love.,Bug fixes / performance improvements,"Routine maintenance update focused on bug fixes, performance optimization, or stability improvements.",generic_maintenance_note,True,Apptopia copied page text,https://apptopia.com/ios/app/389801252/about,Parsed from browser-copied Apptopia iOS About page text stored under data/ios_txt. Some release notes are generic maintenance text rather than detailed feature-specific changelogs.,389801252,com.burbn.instagram,Free,Yes,"Oct 06, 2010",Photo & Video; Social Networking,35M,"Videos, creators & friends","Little moments lead to big friendships. Share yours on Instagram. — From Meta Connect with friends, find other fans, and see what people around you are up to and into. Explore your interests and post what's going on, from your daily moments to life's highlights. Share what you’re up to and into: - Turn your life into a movie and discover short, entertaining videos on Instagram with Reels. - Keep up with friends on the fly with Stories and Notes that disappear after 24 hours. - Start group chats and share unfiltered moments with your Close Friends. - Share memories from recent events or trips in Feed. - Customize your posts with exclusive templates, music, stickers and filters. Dive into your interests. - Watch videos from your favorite creators and discover new content that’s personalized to your interests. - Get inspired by photos and videos from new accounts in Explore. - Discover brands and small businesses, and shop products that are relevant to your personal style. Some Instagram features may not be available in your country or region. Terms and Policies: https://help.instagram.com/581066165581870 Consumer Health Privacy Policy: https://privacycenter.instagram.com/policies/health Learn how we're working to help keep our communities safe across Meta technologies at the Instagram Safety Center: https://about.instagram.com/safety",Releasing updates every 5 days on average. Last update 1 days ago.,550 MB,iOS 16.3 and up,"iPad, iPhone, iPod touch",12+,Policy,"English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Location, Bluetooth, Calendar, Camera, Contacts, Other",12,NSLocationAlwaysAndWhenInUseUsageDescription; NSLocationWhenInUseUsageDescription; NSBluetoothAlwaysUsageDescription; NSCalendarsUsageDescription; NSCameraUsageDescription; NSContactsUsageDescription; NSFaceIDUsageDescription; NSLocalNetworkUsageDescription; NSMicrophoneUsageDescription; NSPhotoLibraryAddUsageDescription; NSPhotoLibraryUsageDescription; NSUserTrackingUsageDescription,12,Instagram Badge ($4.99); Meta Verified Standard ($14.99); Instagram Badge ($0.99); Meta Verified Standard ($14.99); Meta Verified Standard ($14.99),reels; stories; notes; direct_messaging; close_friends; feed; post_customization; explore_discovery; shopping; safety_policy,True,True,True,True,True,True,True,True,True,True
Instagram,iOS,"Instagram, Inc.",Photo & Video; Social Networking,372.2.0,"Mar 19, 2025",False,"October 6, 2010",We’ve updated the app to improve performance and bring you even closer to the people and things you love.,We’ve updated the app to improve performance and bring you even closer to the people and things you love.,Bug fixes / performance improvements,"Routine maintenance update focused on bug fixes, performance optimization, or stability improvements.",generic_maintenance_note,True,Apptopia copied page text,https://apptopia.com/ios/app/389801252/about,Parsed from browser-copied Apptopia iOS About page text stored under data/ios_txt. Some release notes are generic maintenance text rather than detailed feature-specific changelogs.,389801252,com.burbn.instagram,Free,Yes,"Oct 06, 2010",Photo & Video; Social Networking,35M,"Videos, creators & friends","Little moments lead to big friendships. Share yours on Instagram. — From Meta Connect with friends, find other fans, and see what people around you are up to and into. Explore your interests and post what's going on, from your daily moments to life's highlights. Share what you’re up to and into: - Turn your life into a movie and discover short, entertaining videos on Instagram with Reels. - Keep up with friends on the fly with Stories and Notes that disappear after 24 hours. - Start group chats and share unfiltered moments with your Close Friends. - Share memories from recent events or trips in Feed. - Customize your posts with exclusive templates, music, stickers and filters. Dive into your interests. - Watch videos from your favorite creators and discover new content that’s personalized to your interests. - Get inspired by photos and videos from new accounts in Explore. - Discover brands and small businesses, and shop products that are relevant to your personal style. Some Instagram features may not be available in your country or region. Terms and Policies: https://help.instagram.com/581066165581870 Consumer Health Privacy Policy: https://privacycenter.instagram.com/policies/health Learn how we're working to help keep our communities safe across Meta technologies at the Instagram Safety Center: https://about.instagram.com/safety",Releasing updates every 5 days on average. Last update 1 days ago.,550 MB,iOS 16.3 and up,"iPad, iPhone, iPod touch",12+,Policy,"English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Location, Bluetooth, Calendar, Camera, Contacts, Other",12,NSLocationAlwaysAndWhenInUseUsageDescription; NSLocationWhenInUseUsageDescription; NSBluetoothAlwaysUsageDescription; NSCalendarsUsageDescription; NSCameraUsageDescription; NSContactsUsageDescription; NSFaceIDUsageDescription; NSLocalNetworkUsageDescription; NSMicrophoneUsageDescription; NSPhotoLibraryAddUsageDescription; NSPhotoLibraryUsageDescription; NSUserTrackingUsageDescription,12,Instagram Badge ($4.99); Meta Verified Standard ($14.99); Instagram Badge ($0.99); Meta Verified Standard ($14.99); Meta Verified Standard ($14.99),reels; stories; notes; direct_messaging; close_friends; feed; post_customization; explore_discovery; shopping; safety_policy,True,True,True,True,True,True,True,True,True,True
